icd10_ecode,icd10_mechanism,mechanism_count,icd10_intent,icd10_description,icd9_ecode,icd9_ecode_numeric,icd9_intent,icd9_mechanism,icd9_display
V43.23XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Person on outside of car injured in collision with pick-up truck in nontraffic accident, initial encounter",E822.8,822.8,UNINTENTIONAL,TRANSPORT_OTHER,"E822.8 Nontraffic, Collision with moving object, Other specified person (TRANSPORT_OTHER, UNINTENTIONAL)"
T45.615S,ADVERSE_EFFECTS_DRUGS,1,OTHER,"Adverse effect of thrombolytic drugs, sequela",E934.4,934.4,OTHER,ADVERSE_EFFECTS_DRUGS,"E934.4 Adverse effects in therapeutic use, Fibrinolysis-affecting drugs (ADVERSE_EFFECTS_DRUGS, OTHER)"
X99.1XXA,CUT_PIERCE,1,ASSAULT,"Assault by knife, initial encounter",E966,966,ASSAULT,CUT_PIERCE,"E966 Assault, Stabbing: Cutting/piercing instrument (CUT_PIERCE, ASSAULT)"
Y37.391D,OTHER_SPECIFIED,1,OTHER,"Military operations involving other fires, conflagrations and hot substances, civilian, subsequent encounter",E990.3,990.3,OTHER,OTHER_SPECIFIED,"E990.3 War, fire caused indirectly from conventional weapon (OTHER_SPECIFIED, OTHER)"
V87.5XXD,MOTOR_VEHICLE_UNSPECIFIED,1,UNINTENTIONAL,"Person injured in collision between heavy transport vehicle and bus (traffic), subsequent encounter",E812.9,812.9,UNINTENTIONAL,MOTOR_VEHICLE_UNSPECIFIED,"E812.9 Traffic, Collision with motor vehicle, Unspecified person (MOTOR_VEHICLE_UNSPECIFIED, UNINTENTIONAL)"
V90.08XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Drowning and submersion due to other unpowered watercraft overturning, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
X31.XXXD,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Exposure to excessive natural cold, subsequent encounter",E901.0,901,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E901.0 Environmental, Cold due to weather (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
V85.2XXA,MOTOR_VEHICLE_TRAFFIC,1,UNINTENTIONAL,"Person on outside of special construction vehicle injured in traffic accident, initial encounter",E812.8,812.8,UNINTENTIONAL,MOTOR_VEHICLE_TRAFFIC,"E812.8 Traffic, Collision with motor vehicle, Other Specified person (MOTOR_VEHICLE_TRAFFIC, UNINTENTIONAL)"
T15.02XA,OTHER_SPECIFIED,1,UNINTENTIONAL,"Foreign body in cornea, left eye, initial encounter",E914,914,UNINTENTIONAL,OTHER_SPECIFIED,"E914 Suffocation, Foreign body: eye adnexa (OTHER_SPECIFIED, UNINTENTIONAL)"
V43.21XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person on outside of car injured in collision with sport utility vehicle in nontraffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
W21.02XD,STRUCK_BY_AGAINST,1,UNINTENTIONAL,"Struck by soccer ball, subsequent encounter",E917.0,917,UNINTENTIONAL,STRUCK_BY_AGAINST,"E917.0 Other, Struck in sports, without subsequent fall (STRUCK_BY_AGAINST, UNINTENTIONAL)"
Y35.813D,STRUCK_BY_AGAINST,1,OTHER,"Legal intervention involving manhandling, suspect injured, subsequent encounter",E975,975,OTHER,STRUCK_BY_AGAINST,"E975 Legal Intervention, Other specified means (STRUCK_BY_AGAINST, OTHER)"
X08.21XD,FIRE_FLAME,1,UNINTENTIONAL,"Exposure to other furniture fire due to burning cigarette, subsequent encounter",E898.1,898.1,UNINTENTIONAL,FIRE_FLAME,"E898.1 Fire, Other specified source (FIRE_FLAME, UNINTENTIONAL)"
W45.2XXD,CUT_PIERCE,1,UNINTENTIONAL,"Lid of can entering through skin, subsequent encounter",E920.8,920.8,UNINTENTIONAL,CUT_PIERCE,"E920.8 Other, Other specified cutting/piercing instruments (CUT_PIERCE, UNINTENTIONAL)"
Y36.320S,OTHER_NEC,1,OTHER,"War operations involving incendiary bullet, military personnel, sequela",E999.0,999,OTHER,OTHER_NEC,"E999.0 War, Late effects (OTHER_NEC, OTHER)"
V86.69XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Passenger of other special all-terrain or other off-road motor vehicle injured in nontraffic accident, initial encounter",E821.1,821.1,UNINTENTIONAL,TRANSPORT_OTHER,"E821.1 Nontraffic, Other off-road vehicle, Passenger excluding motorcycle (TRANSPORT_OTHER, UNINTENTIONAL)"
T43.93XS,OTHER_NEC,1,ASSAULT,"Poisoning by unspecified psychotropic drug, assault, sequela",E969,969,ASSAULT,OTHER_NEC,"E969 Assault, Sequelae > 1 yr after assault (OTHER_NEC, ASSAULT)"
Y36.541S,OTHER_NEC,1,OTHER,"War operation involving nuclear radiation effects of nuclear weapon, civilian, sequela",E999.0,999,OTHER,OTHER_NEC,"E999.0 War, Late effects (OTHER_NEC, OTHER)"
W61.02XD,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Struck by parrot, subsequent encounter",E906.8,906.8,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E906.8 Environmental, Other specified animal injury (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
V56.1XXD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Passenger in pick-up truck or van injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter",E822.1,822.1,UNINTENTIONAL,TRANSPORT_OTHER,"E822.1 Nontraffic, Collision with moving object, Passenger excluding motorcycle (TRANSPORT_OTHER, UNINTENTIONAL)"
X52.XXXA,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Prolonged stay in weightless environment, initial encounter",E928.0,928,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E928.0 Other, Weightless environment (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
V53.7XXA,MOTOR_VEHICLE_TRAFFIC,1,UNINTENTIONAL,"Person on outside of pick-up truck or van injured in collision with car, pick-up truck or van in traffic accident, initial encounter",E812.8,812.8,UNINTENTIONAL,MOTOR_VEHICLE_TRAFFIC,"E812.8 Traffic, Collision with motor vehicle, Other Specified person (MOTOR_VEHICLE_TRAFFIC, UNINTENTIONAL)"
W16.031S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Fall into swimming pool striking wall causing drowning and submersion, sequela",E929.3,929.3,UNINTENTIONAL,OTHER_SPECIFIED,"E929.3 Late Effect, Accidental fall (OTHER_SPECIFIED, UNINTENTIONAL)"
V65.5XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
W40.9XXA,OTHER_SPECIFIED,1,UNINTENTIONAL,"Explosion of unspecified explosive materials, initial encounter",E923.9,923.9,UNINTENTIONAL,OTHER_SPECIFIED,"E923.9 Other, Unspecified explosives (OTHER_SPECIFIED, UNINTENTIONAL)"
T45.4X1A,POISONING,1,UNINTENTIONAL,"Poisoning by iron and its compounds, accidental (unintentional), initial encounter",E858.2,858.2,UNINTENTIONAL,POISONING,"E858.2 Accidental poisoning, Agents primarily affecting blood constituents (POISONING, UNINTENTIONAL)"
T63.421S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Toxic effect of venom of ants, accidental (unintentional), sequela",E929.2,929.2,UNINTENTIONAL,OTHER_SPECIFIED,"E929.2 Late Effect, Accidental poisoning (OTHER_SPECIFIED, UNINTENTIONAL)"
T63.423A,POISONING,1,ASSAULT,"Toxic effect of venom of ants, assault, initial encounter",E962.1,962.1,ASSAULT,POISONING,"E962.1 Assault, Other solid or liquid substances (POISONING, ASSAULT)"
T65.822S,OTHER_NEC,1,SELF_INFLICTED,"Toxic effect of harmful algae and algae toxins, intentional self-harm, sequela",E959,959,SELF_INFLICTED,OTHER_NEC,"E959 Self-Inflicted, Late effects (OTHER_NEC, SELF_INFLICTED)"
T65.824A,OTHER_SPECIFIED,1,UNINTENTIONAL,"Toxic effect of harmful algae and algae toxins, undetermined, initial encounter",E928.6,928.6,UNINTENTIONAL,OTHER_SPECIFIED,"E928.6 Other, Environmental exposure to harmful algae and toxins (OTHER_SPECIFIED, UNINTENTIONAL)"
T44.4X1A,POISONING,1,UNINTENTIONAL,"Poisoning by predominantly alpha-adrenoreceptor agonists, accidental (unintentional), initial encounter",E855.5,855.5,UNINTENTIONAL,POISONING,"E855.5 Accidental poisoning, Sympathomimetics [adrenergics] (POISONING, UNINTENTIONAL)"
X01.3XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Fall due to uncontrolled fire, not in building or structure, sequela",E929.4,929.4,UNINTENTIONAL,OTHER_SPECIFIED,"E929.4 Late Effect, Fire (OTHER_SPECIFIED, UNINTENTIONAL)"
T45.2X3S,OTHER_NEC,1,ASSAULT,"Poisoning by vitamins, assault, sequela",E969,969,ASSAULT,OTHER_NEC,"E969 Assault, Sequelae > 1 yr after assault (OTHER_NEC, ASSAULT)"
T45.2X5A,ADVERSE_EFFECTS_DRUGS,1,OTHER,"Adverse effect of vitamins, initial encounter",E933.5,933.5,OTHER,ADVERSE_EFFECTS_DRUGS,"E933.5 Adverse effects in therapeutic use, Vitamins, not elsewhere classified (ADVERSE_EFFECTS_DRUGS, OTHER)"
T61.771S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Other fish poisoning, accidental (unintentional), sequela",E929.2,929.2,UNINTENTIONAL,OTHER_SPECIFIED,"E929.2 Late Effect, Accidental poisoning (OTHER_SPECIFIED, UNINTENTIONAL)"
T61.773A,POISONING,1,ASSAULT,"Other fish poisoning, assault, initial encounter",E962.1,962.1,ASSAULT,POISONING,"E962.1 Assault, Other solid or liquid substances (POISONING, ASSAULT)"
W56.29XD,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Other contact with orca, subsequent encounter",E906.8,906.8,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E906.8 Environmental, Other specified animal injury (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
T63.091S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Toxic effect of venom of other snake, accidental (unintentional), sequela",E929.2,929.2,UNINTENTIONAL,OTHER_SPECIFIED,"E929.2 Late Effect, Accidental poisoning (OTHER_SPECIFIED, UNINTENTIONAL)"
T63.093A,POISONING,1,ASSAULT,"Toxic effect of venom of other snake, assault, initial encounter",E962.1,962.1,ASSAULT,POISONING,"E962.1 Assault, Other solid or liquid substances (POISONING, ASSAULT)"
T52.1X1A,POISONING,1,UNINTENTIONAL,"Toxic effect of benzene, accidental (unintentional), initial encounter",E862.4,862.4,UNINTENTIONAL,POISONING,"E862.4 Accidental poisoning, Other specified solvents (POISONING, UNINTENTIONAL)"
V25.5XXD,MOTOR_VEHICLE_MOTORCYCLIST,1,UNINTENTIONAL,"Motorcycle passenger injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",E810.3,810.3,UNINTENTIONAL,MOTOR_VEHICLE_MOTORCYCLIST,"E810.3 Traffic, Collision with train, Motorcycle Passenger (MOTOR_VEHICLE_MOTORCYCLIST, UNINTENTIONAL)"
X00.4XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Hit by object from burning building or structure in uncontrolled fire, sequela",E929.4,929.4,UNINTENTIONAL,OTHER_SPECIFIED,"E929.4 Late Effect, Fire (OTHER_SPECIFIED, UNINTENTIONAL)"
T71.141A,SUFFOCATION,1,UNINTENTIONAL,"Asphyxiation due to smothering under another person's body (in bed), accidental, initial encounter",E913.0,913,UNINTENTIONAL,SUFFOCATION,"E913.0 Suffocation, Accidental in bed or cradle (SUFFOCATION, UNINTENTIONAL)"
V54.6XXA,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Passenger in pick-up truck or van injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",E812.1,812.1,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E812.1 Traffic, Collision with motor vehicle, Passenger not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
V86.14XA,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Passenger of military vehicle injured in traffic accident, initial encounter",E815.1,815.1,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E815.1 Traffic, Other collision on a highway, Passenger not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
V93.81XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Other injury due to other accident on board passenger ship, initial encounter",E838.9,838.9,UNINTENTIONAL,TRANSPORT_OTHER,"E838.9 Water, Other/unspecifed accident, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
T59.6X2A,POISONING,1,SELF_INFLICTED,"Toxic effect of hydrogen sulfide, intentional self-harm, initial encounter",E952.8,952.8,SELF_INFLICTED,POISONING,"E952.8 Self-Inflicted, Other specified gases (POISONING, SELF_INFLICTED)"
V83.7XXA,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person on outside of special industrial vehicle injured in nontraffic accident, initial encounter",E846,846,UNINTENTIONAL,OTHER_SPECIFIED,"E846 Vehicle, Industrial vehicles within premises (OTHER_SPECIFIED, UNINTENTIONAL)"
X32.XXXD,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Exposure to sunlight, subsequent encounter",E900.0,900,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E900.0 Environmental, Heat due to weather (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
Y65.3,ADVERSE_EFFECTS_MED,1,OTHER,Endotracheal tube wrongly placed during anesthetic procedure,E876.3,876.3,OTHER,ADVERSE_EFFECTS_MED,"E876.3 Other and unspecified misadventures, Endotracheal tube wrongly placed during anesthetic procedure (ADVERSE_EFFECTS_MED, OTHER)"
X38.XXXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Flood, sequela",E929.5,929.5,UNINTENTIONAL,OTHER_SPECIFIED,"E929.5 Late Effect, Natural/environmental factors (OTHER_SPECIFIED, UNINTENTIONAL)"
W01.118A,FALL,1,UNINTENTIONAL,"Fall on same level from slipping, tripping and stumbling with subsequent striking against other sharp object, initial encounter",E888.0,888,UNINTENTIONAL,FALL,"E888.0 Fall, resulting in striking against sharp object (FALL, UNINTENTIONAL)"
V31.2XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person on outside of three-wheeled motor vehicle injured in collision with pedal cycle in nontraffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
T36.4X5S,ADVERSE_EFFECTS_DRUGS,1,OTHER,"Adverse effect of tetracyclines, sequela",E930.4,930.4,OTHER,ADVERSE_EFFECTS_DRUGS,"E930.4 Adverse effects in therapeutic use, Tetracycline group (ADVERSE_EFFECTS_DRUGS, OTHER)"
V80.02XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Occupant of animal-drawn vehicle injured by fall from or being thrown from animal-drawn vehicle in noncollision accident, initial encounter",E827.3,827.3,UNINTENTIONAL,TRANSPORT_OTHER,"E827.3 Other MV, Animal-drawn vehicle, Occupant of animal (TRANSPORT_OTHER, UNINTENTIONAL)"
V53.6XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Passenger in pick-up truck or van injured in collision with car, pick-up truck or van in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
Y38.9X1S,OTHER_NEC,1,OTHER,"Terrorism, secondary effects, public safety official injured, sequela",E999.1,999.1,OTHER,OTHER_NEC,"E999.1 Terrorism, Late effects (OTHER_NEC, OTHER)"
V32.1XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Passenger in three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
T43.502S,OTHER_NEC,1,SELF_INFLICTED,"Poisoning by unspecified antipsychotics and neuroleptics, intentional self-harm, sequela",E959,959,SELF_INFLICTED,OTHER_NEC,"E959 Self-Inflicted, Late effects (OTHER_NEC, SELF_INFLICTED)"
T43.504A,POISONING,1,UNDETERMINED,"Poisoning by unspecified antipsychotics and neuroleptics, undetermined, initial encounter",E980.3,980.3,UNDETERMINED,POISONING,"E980.3 Unknown, Tranquilizers/psychotropics (POISONING, UNDETERMINED)"
W33.01XA,FIREARM,1,UNINTENTIONAL,"Accidental discharge of shotgun, initial encounter",E922.1,922.1,UNINTENTIONAL,FIREARM,"E922.1 Other, Automatic shotgun (FIREARM, UNINTENTIONAL)"
T63.512S,OTHER_NEC,1,SELF_INFLICTED,"Toxic effect of contact with stingray, intentional self-harm, sequela",E959,959,SELF_INFLICTED,OTHER_NEC,"E959 Self-Inflicted, Late effects (OTHER_NEC, SELF_INFLICTED)"
T63.514A,POISONING,1,UNDETERMINED,"Toxic effect of contact with stingray, undetermined, initial encounter",E980.9,980.9,UNDETERMINED,POISONING,"E980.9 Unknown, Other/unspecified poisons (POISONING, UNDETERMINED)"
V71.2XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person on outside of bus injured in collision with pedal cycle in nontraffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
V93.29XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Heat exposure on board unspecified watercraft, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
V93.30XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Fall on board merchant ship, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
V13.2XXD,PEDAL_CYCLIST_OTHER,1,UNINTENTIONAL,"Unspecified pedal cyclist injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter",E822.6,822.6,UNINTENTIONAL,PEDAL_CYCLIST_OTHER,"E822.6 Nontraffic, Collision with moving object, Pedal cyclist (PEDAL_CYCLIST_OTHER, UNINTENTIONAL)"
V96.11XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Hang-glider crash injuring occupant, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
V95.22XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Forced landing of other private fixed-wing aircraft injuring occupant, initial encounter",E840.3,840.3,UNINTENTIONAL,TRANSPORT_OTHER,"E840.3 Air, Powered aircraft at takeoff/landing, Commercial occupant (TRANSPORT_OTHER, UNINTENTIONAL)"
W89.9XXD,OTHER_SPECIFIED,1,UNINTENTIONAL,"Exposure to unspecified man-made visible and ultraviolet light, subsequent encounter",E926.2,926.2,UNINTENTIONAL,OTHER_SPECIFIED,"E926.2 Other, Visible and ultraviolet sources (OTHER_SPECIFIED, UNINTENTIONAL)"
Y35.91XD,UNSPECIFIED,1,OTHER,"Legal intervention, means unspecified, law enforcement official injured, subsequent encounter",E976,976,OTHER,UNSPECIFIED,"E976 Legal Intervention, Unspecified means (UNSPECIFIED, OTHER)"
T46.901S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Poisoning by unspecified agents primarily affecting the cardiovascular system, accidental (unintentional), sequela",E929.2,929.2,UNINTENTIONAL,OTHER_SPECIFIED,"E929.2 Late Effect, Accidental poisoning (OTHER_SPECIFIED, UNINTENTIONAL)"
T46.903A,POISONING,1,ASSAULT,"Poisoning by unspecified agents primarily affecting the cardiovascular system, assault, initial encounter",E962.0,962,ASSAULT,POISONING,"E962.0 Assault, Drugs and medicinal substances (POISONING, ASSAULT)"
Y36.411D,OTHER_SPECIFIED,1,OTHER,"War operations involving rubber bullets, civilian, subsequent encounter",E991.0,991,OTHER,OTHER_SPECIFIED,"E991.0 War, Rubber bullets (OTHER_SPECIFIED, OTHER)"
V02.00XD,PEDESTRIAN_OTHER,1,UNINTENTIONAL,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter",E822.7,822.7,UNINTENTIONAL,PEDESTRIAN_OTHER,"E822.7 Nontraffic, Collision with moving object, Pedestrian (PEDESTRIAN_OTHER, UNINTENTIONAL)"
T45.511A,POISONING,1,UNINTENTIONAL,"Poisoning by anticoagulants, accidental (unintentional), initial encounter",E858.2,858.2,UNINTENTIONAL,POISONING,"E858.2 Accidental poisoning, Agents primarily affecting blood constituents (POISONING, UNINTENTIONAL)"
X74.01XD,OTHER_SPECIFIED,1,SELF_INFLICTED,"Intentional self-harm by airgun, subsequent encounter",E955.6,955.6,SELF_INFLICTED,OTHER_SPECIFIED,"E955.6 Self-Inflicted, Air gun (OTHER_SPECIFIED, SELF_INFLICTED)"
X18.XXXS,OTHER_NEC,1,UNINTENTIONAL,"Contact with other hot metals, sequela",E929.8,929.8,UNINTENTIONAL,OTHER_NEC,"E929.8 Late Effect, Other accidents (OTHER_NEC, UNINTENTIONAL)"
V00.01XA,STRUCK_BY_AGAINST,1,UNINTENTIONAL,"Pedestrian on foot injured in collision with roller-skater, initial encounter",E917.9,917.9,UNINTENTIONAL,STRUCK_BY_AGAINST,"E917.9 Other, Struck by other object or person (STRUCK_BY_AGAINST, UNINTENTIONAL)"
V72.7XXD,MOTOR_VEHICLE_TRAFFIC,1,UNINTENTIONAL,"Person on outside of bus injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter",E812.8,812.8,UNINTENTIONAL,MOTOR_VEHICLE_TRAFFIC,"E812.8 Traffic, Collision with motor vehicle, Other Specified person (MOTOR_VEHICLE_TRAFFIC, UNINTENTIONAL)"
W17.4XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Fall from dock, sequela",E929.3,929.3,UNINTENTIONAL,OTHER_SPECIFIED,"E929.3 Late Effect, Accidental fall (OTHER_SPECIFIED, UNINTENTIONAL)"
V93.88XD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Other injury due to other accident on board other unpowered watercraft, subsequent encounter",E838.9,838.9,UNINTENTIONAL,TRANSPORT_OTHER,"E838.9 Water, Other/unspecifed accident, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
Y92.026,LOCATION,1,,Swimming-pool of mobile home as the place of occurrence of the external cause,E849.0,849,,LOCATION,E849.0 Place of occurrence: Home
Y72.8,,0,,"Miscellaneous otorhinolaryngological devices associated with adverse incidents, not elsewhere classified",,-9,,,
T51.1X1A,POISONING,1,UNINTENTIONAL,"Toxic effect of methanol, accidental (unintentional), initial encounter",E860.2,860.2,UNINTENTIONAL,POISONING,"E860.2 Accidental poisoning, Methyl alcohol (POISONING, UNINTENTIONAL)"
W49.09XS,OTHER_NEC,1,UNINTENTIONAL,"Other specified item causing external constriction, sequela",E929.8,929.8,UNINTENTIONAL,OTHER_NEC,"E929.8 Late Effect, Other accidents (OTHER_NEC, UNINTENTIONAL)"
